2019-06-17 14:20:52,633 INFO - helpers.log_helper - Completed configuring logger.
2019-06-17 14:28:12,776 INFO - __main__ - Completed generating dataset.
2019-06-17 14:28:12,777 INFO - __main__ - Dataset info: {'X_train_np.shape': (621, 1329, 672, 3), 'y_train_np.shape': (621, 1329, 5), 'X_val_np.shape': (207, 1329, 672, 3), 'y_val_np.shape': (207, 1329, 5), 'X_test_np.shape': (208, 1329, 672, 3), 'y_test_np.shape': (208, 1329, 5)}
2019-06-17 14:28:13,060 WARNING - tensorflow - From /home/ubuntu/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/tensorflow/python/ops/resource_variable_ops.py:435: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
2019-06-17 14:28:13,216 WARNING - tensorflow - From /home/ubuntu/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/tensorflow/python/keras/layers/core.py:143: calling dropout (from tensorflow.python.ops.nn_ops) with keep_prob is deprecated and will be removed in a future version.
Instructions for updating:
Please use `rate` instead of `keep_prob`. Rate should be set to `rate = 1 - keep_prob`.
2019-06-17 14:28:17,391 WARNING - tensorflow - From /home/ubuntu/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
2019-06-17 14:28:24,920 INFO - models.tcn - Model summary:
2019-06-17 14:28:24,921 INFO - models.tcn - ---------
2019-06-17 14:28:24,921 INFO - models.tcn - Variables: name (type shape) [size]
2019-06-17 14:28:24,921 INFO - models.tcn - ---------
2019-06-17 15:44:44,713 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 309] [Learning rate: 2.4292E-03] rmse: 0.0392244306
2019-06-17 15:44:45,017 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 310] [Learning rate: 2.4292E-03] rmse: 0.0380287322
2019-06-17 15:44:45,320 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 311] [Learning rate: 2.4292E-03] rmse: 0.0291668680
2019-06-17 15:44:45,624 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 312] [Learning rate: 2.4292E-03] rmse: 0.0318281369
2019-06-17 15:44:45,927 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 313] [Learning rate: 2.4292E-03] rmse: 0.0259052280
2019-06-17 15:44:46,231 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 314] [Learning rate: 2.4292E-03] rmse: 0.0493591874
2019-06-17 15:44:46,534 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 315] [Learning rate: 2.4292E-03] rmse: 0.0304359900
2019-06-17 15:44:46,838 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 316] [Learning rate: 2.4292E-03] rmse: 0.0516222808
2019-06-17 15:44:47,141 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 317] [Learning rate: 2.4292E-03] rmse: 0.0156477403
2019-06-17 15:44:47,446 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 318] [Learning rate: 2.4292E-03] rmse: 0.0336442528
2019-06-17 15:44:47,750 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 319] [Learning rate: 2.4292E-03] rmse: 0.0386864908
2019-06-17 15:44:48,052 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 320] [Learning rate: 2.4292E-03] rmse: 0.0221273198
2019-06-17 15:44:48,355 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 321] [Learning rate: 2.4292E-03] rmse: 0.0457508321
2019-06-17 15:44:48,659 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 322] [Learning rate: 2.4292E-03] rmse: 0.0348532554
2019-06-17 15:44:48,962 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 323] [Learning rate: 2.4292E-03] rmse: 0.0315063475
2019-06-17 15:44:49,267 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 324] [Learning rate: 2.4292E-03] rmse: 0.0398063731
2019-06-17 15:44:49,570 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 325] [Learning rate: 2.4292E-03] rmse: 0.0343987038
2019-06-17 15:44:49,874 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 326] [Learning rate: 2.4292E-03] rmse: 0.0297955462
2019-06-17 15:44:50,179 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 327] [Learning rate: 2.4292E-03] rmse: 0.0329834494
2019-06-17 15:44:50,482 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 328] [Learning rate: 2.4292E-03] rmse: 0.0343758235
2019-06-17 15:44:50,786 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 329] [Learning rate: 2.4292E-03] rmse: 0.0176832373
2019-06-17 15:44:51,090 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 330] [Learning rate: 2.4292E-03] rmse: 0.0327693002
2019-06-17 15:44:51,395 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 331] [Learning rate: 2.4292E-03] rmse: 0.0399665248
2019-06-17 15:44:51,698 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 332] [Learning rate: 2.4292E-03] rmse: 0.0205468094
2019-06-17 15:44:52,001 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 333] [Learning rate: 2.4292E-03] rmse: 0.0213489484
2019-06-17 15:44:52,305 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 334] [Learning rate: 2.4292E-03] rmse: 0.0395803665
2019-06-17 15:44:52,609 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 335] [Learning rate: 2.4292E-03] rmse: 0.0163645080
2019-06-17 15:44:52,912 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 336] [Learning rate: 2.4292E-03] rmse: 0.0254095035
2019-06-17 15:44:53,216 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 337] [Learning rate: 2.4292E-03] rmse: 0.0298940591
2019-06-17 15:44:53,520 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 338] [Learning rate: 2.4292E-03] rmse: 0.0451520280
2019-06-17 15:44:53,824 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 339] [Learning rate: 2.4292E-03] rmse: 0.0385904881
2019-06-17 15:44:54,128 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 340] [Learning rate: 2.4292E-03] rmse: 0.0439883234
2019-06-17 15:44:54,432 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 341] [Learning rate: 2.4292E-03] rmse: 0.0255360930
2019-06-17 15:44:54,735 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 342] [Learning rate: 2.4292E-03] rmse: 0.0156555046
2019-06-17 15:44:55,040 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 343] [Learning rate: 2.4292E-03] rmse: 0.0364848001
2019-06-17 15:44:55,343 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 344] [Learning rate: 2.4292E-03] rmse: 0.0356299308
2019-06-17 15:44:55,647 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 345] [Learning rate: 2.4292E-03] rmse: 0.0300773386
2019-06-17 15:44:55,950 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 346] [Learning rate: 2.4292E-03] rmse: 0.0323652782
2019-06-17 15:44:56,253 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 347] [Learning rate: 2.4292E-03] rmse: 0.0244711483
2019-06-17 15:44:56,558 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 348] [Learning rate: 2.4292E-03] rmse: 0.0305627574
2019-06-17 15:44:56,861 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 349] [Learning rate: 2.4292E-03] rmse: 0.0362036034
2019-06-17 15:44:57,164 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 350] [Learning rate: 2.4292E-03] rmse: 0.0399306023
2019-06-17 15:44:57,467 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 351] [Learning rate: 2.4292E-03] rmse: 0.0185486139
2019-06-17 15:44:57,771 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 352] [Learning rate: 2.4292E-03] rmse: 0.0252595243
2019-06-17 15:44:58,074 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 353] [Learning rate: 2.4292E-03] rmse: 0.0341601963
2019-06-17 15:44:58,376 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 354] [Learning rate: 2.4292E-03] rmse: 0.0259894829
2019-06-17 15:44:58,681 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 355] [Learning rate: 2.4292E-03] rmse: 0.0388034486
2019-06-17 15:44:58,984 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 356] [Learning rate: 2.4292E-03] rmse: 0.0344768650
2019-06-17 15:44:59,287 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 357] [Learning rate: 2.4292E-03] rmse: 0.0347997200
2019-06-17 15:44:59,590 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 358] [Learning rate: 2.4292E-03] rmse: 0.0429649392
2019-06-17 15:44:59,893 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 359] [Learning rate: 2.4292E-03] rmse: 0.0232716169
2019-06-17 15:45:00,196 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 360] [Learning rate: 2.4292E-03] rmse: 0.0210606648
2019-06-17 15:45:00,500 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 361] [Learning rate: 2.4292E-03] rmse: 0.0371993881
2019-06-17 15:45:00,803 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 362] [Learning rate: 2.4292E-03] rmse: 0.0292507285
2019-06-17 15:45:01,107 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 363] [Learning rate: 2.4292E-03] rmse: 0.0333589952
2019-06-17 15:45:01,410 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 364] [Learning rate: 2.4292E-03] rmse: 0.0329994130
2019-06-17 15:45:01,714 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 365] [Learning rate: 2.4292E-03] rmse: 0.0440659351
2019-06-17 15:45:02,018 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 366] [Learning rate: 2.4292E-03] rmse: 0.0388120985
2019-06-17 15:45:02,322 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 367] [Learning rate: 2.4292E-03] rmse: 0.0316377920
2019-06-17 15:45:02,625 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 368] [Learning rate: 2.4292E-03] rmse: 0.0188890504
2019-06-17 15:45:02,928 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 369] [Learning rate: 2.4292E-03] rmse: 0.0310618831
2019-06-17 15:45:03,232 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 370] [Learning rate: 2.4292E-03] rmse: 0.0393573718
2019-06-17 15:45:03,535 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 371] [Learning rate: 2.4292E-03] rmse: 0.0270763772
2019-06-17 15:45:03,838 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 372] [Learning rate: 2.4292E-03] rmse: 0.0525651752
2019-06-17 15:45:04,141 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 373] [Learning rate: 2.4292E-03] rmse: 0.0218651812
2019-06-17 15:45:04,444 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 374] [Learning rate: 2.4292E-03] rmse: 0.0351611124
2019-06-17 15:45:04,747 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 375] [Learning rate: 2.4292E-03] rmse: 0.0225511752
2019-06-17 15:45:05,051 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 376] [Learning rate: 2.4292E-03] rmse: 0.0365576560
2019-06-17 15:45:05,354 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 377] [Learning rate: 2.4292E-03] rmse: 0.0329506281
2019-06-17 15:45:05,657 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 378] [Learning rate: 2.4292E-03] rmse: 0.0323992459
2019-06-17 15:45:05,960 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 379] [Learning rate: 2.4292E-03] rmse: 0.0210792481
2019-06-17 15:45:06,263 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 380] [Learning rate: 2.4292E-03] rmse: 0.0211807286
2019-06-17 15:45:06,567 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 381] [Learning rate: 2.4292E-03] rmse: 0.0311682935
2019-06-17 15:45:06,871 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 382] [Learning rate: 2.4292E-03] rmse: 0.0347801797
2019-06-17 15:45:07,175 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 383] [Learning rate: 2.4292E-03] rmse: 0.0322768693
2019-06-17 15:45:07,478 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 384] [Learning rate: 2.4292E-03] rmse: 0.0121858747
2019-06-17 15:45:07,781 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 385] [Learning rate: 2.4292E-03] rmse: 0.0353782700
2019-06-17 15:45:08,084 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 386] [Learning rate: 2.4292E-03] rmse: 0.0348334176
2019-06-17 15:45:08,387 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 387] [Learning rate: 2.4292E-03] rmse: 0.0367540679
2019-06-17 15:45:08,690 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 388] [Learning rate: 2.4292E-03] rmse: 0.0258713590
2019-06-17 15:45:08,993 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 389] [Learning rate: 2.4292E-03] rmse: 0.0327386876
2019-06-17 15:45:09,296 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 390] [Learning rate: 2.4292E-03] rmse: 0.0293455207
2019-06-17 15:45:09,600 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 391] [Learning rate: 2.4292E-03] rmse: 0.0424337610
2019-06-17 15:45:09,903 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 392] [Learning rate: 2.4292E-03] rmse: 0.0162602213
2019-06-17 15:45:10,206 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 393] [Learning rate: 2.4292E-03] rmse: 0.0409027089
2019-06-17 15:45:10,511 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 394] [Learning rate: 2.4292E-03] rmse: 0.0336797632
2019-06-17 15:45:10,814 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 395] [Learning rate: 2.4292E-03] rmse: 0.0393119536
2019-06-17 15:45:11,117 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 396] [Learning rate: 2.4292E-03] rmse: 0.0340134204
2019-06-17 15:45:11,420 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 397] [Learning rate: 2.4292E-03] rmse: 0.0319801905
2019-06-17 15:45:11,725 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 398] [Learning rate: 2.4292E-03] rmse: 0.0455548458
2019-06-17 15:45:12,028 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 399] [Learning rate: 2.4292E-03] rmse: 0.0327578998
2019-06-17 15:45:12,332 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 400] [Learning rate: 2.4292E-03] rmse: 0.0550350593
2019-06-17 15:45:12,635 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 401] [Learning rate: 2.4292E-03] rmse: 0.0341398552
2019-06-17 15:45:12,939 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 402] [Learning rate: 2.4292E-03] rmse: 0.0476553504
2019-06-17 15:45:13,243 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 403] [Learning rate: 2.4292E-03] rmse: 0.0418789523
2019-06-17 15:45:13,546 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 404] [Learning rate: 2.4292E-03] rmse: 0.0178756706
2019-06-17 15:45:13,849 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 405] [Learning rate: 2.4292E-03] rmse: 0.0149798834
2019-06-17 15:45:14,153 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 406] [Learning rate: 2.4292E-03] rmse: 0.0442538030
2019-06-17 15:45:14,456 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 407] [Learning rate: 2.4292E-03] rmse: 0.0383217736
2019-06-17 15:45:14,761 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 408] [Learning rate: 2.4292E-03] rmse: 0.0406056303
2019-06-17 15:45:15,064 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 409] [Learning rate: 2.4292E-03] rmse: 0.0466880897
2019-06-17 15:45:15,367 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 410] [Learning rate: 2.4292E-03] rmse: 0.0326795388
2019-06-17 15:45:15,671 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 411] [Learning rate: 2.4292E-03] rmse: 0.0313549904
2019-06-17 15:45:15,974 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 412] [Learning rate: 2.4292E-03] rmse: 0.0292229614
2019-06-17 15:45:16,277 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 413] [Learning rate: 2.4292E-03] rmse: 0.0190086223
2019-06-17 15:45:16,580 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 414] [Learning rate: 2.4292E-03] rmse: 0.0416993183
2019-06-17 15:45:16,883 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 415] [Learning rate: 2.4292E-03] rmse: 0.0345449751
2019-06-17 15:45:17,188 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 416] [Learning rate: 2.4292E-03] rmse: 0.0365497084
2019-06-17 15:45:17,492 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 417] [Learning rate: 2.4292E-03] rmse: 0.0389790926
2019-06-17 15:45:17,795 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 418] [Learning rate: 2.4292E-03] rmse: 0.0180921540
2019-06-17 15:45:18,099 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 419] [Learning rate: 2.4292E-03] rmse: 0.0382925932
2019-06-17 15:45:18,403 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 420] [Learning rate: 2.4292E-03] rmse: 0.0434301191
2019-06-17 15:45:18,708 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 421] [Learning rate: 2.4292E-03] rmse: 0.0316297749
2019-06-17 15:45:19,012 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 422] [Learning rate: 2.4292E-03] rmse: 0.0311623897
2019-06-17 15:45:19,316 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 423] [Learning rate: 2.4292E-03] rmse: 0.0277127578
2019-06-17 15:45:19,620 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 424] [Learning rate: 2.4292E-03] rmse: 0.0224063134
2019-06-17 15:45:19,923 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 425] [Learning rate: 2.4292E-03] rmse: 0.0299651519
2019-06-17 15:45:20,226 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 426] [Learning rate: 2.4292E-03] rmse: 0.0296874172
2019-06-17 15:45:20,530 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 427] [Learning rate: 2.4292E-03] rmse: 0.0409066677
2019-06-17 15:45:20,833 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 428] [Learning rate: 2.4292E-03] rmse: 0.0444986135
2019-06-17 15:45:21,137 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 429] [Learning rate: 2.4292E-03] rmse: 0.0281392767
2019-06-17 15:45:21,440 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 430] [Learning rate: 2.4292E-03] rmse: 0.0318119277
2019-06-17 15:45:21,743 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 431] [Learning rate: 2.4292E-03] rmse: 0.0402396169
2019-06-17 15:45:22,046 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 432] [Learning rate: 2.4292E-03] rmse: 0.0809402807
2019-06-17 15:45:22,349 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 433] [Learning rate: 2.4292E-03] rmse: 0.0318619136
2019-06-17 15:45:22,652 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 434] [Learning rate: 2.4292E-03] rmse: 0.0367946881
2019-06-17 15:45:22,955 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 435] [Learning rate: 2.4292E-03] rmse: 0.0311216339
2019-06-17 15:45:23,259 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 436] [Learning rate: 2.4292E-03] rmse: 0.0411023560
2019-06-17 15:45:23,562 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 437] [Learning rate: 2.4292E-03] rmse: 0.0321405556
2019-06-17 15:45:23,865 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 438] [Learning rate: 2.4292E-03] rmse: 0.0208562823
2019-06-17 15:45:24,168 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 439] [Learning rate: 2.4292E-03] rmse: 0.0243030755
2019-06-17 15:45:24,472 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 440] [Learning rate: 2.4292E-03] rmse: 0.0301304766
2019-06-17 15:45:24,776 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 441] [Learning rate: 2.4292E-03] rmse: 0.0417345217
2019-06-17 15:45:25,080 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 442] [Learning rate: 2.4292E-03] rmse: 0.0392028626
2019-06-17 15:45:25,383 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 443] [Learning rate: 2.4292E-03] rmse: 0.0248538555
2019-06-17 15:45:25,686 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 444] [Learning rate: 2.4292E-03] rmse: 0.0283161265
2019-06-17 15:45:25,989 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 445] [Learning rate: 2.4292E-03] rmse: 0.0358250355
2019-06-17 15:45:26,292 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 446] [Learning rate: 2.4292E-03] rmse: 0.0240034769
2019-06-17 15:45:26,596 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 447] [Learning rate: 2.4292E-03] rmse: 0.0363799756
2019-06-17 15:45:26,901 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 448] [Learning rate: 2.4292E-03] rmse: 0.0466424818
2019-06-17 15:45:27,205 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 449] [Learning rate: 2.4292E-03] rmse: 0.0316880856
2019-06-17 15:45:27,508 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 450] [Learning rate: 2.4292E-03] rmse: 0.0263131436
2019-06-17 15:45:27,811 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 451] [Learning rate: 2.4292E-03] rmse: 0.0462801261
2019-06-17 15:45:28,114 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 452] [Learning rate: 2.4292E-03] rmse: 0.0422177991
2019-06-17 15:45:28,419 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 453] [Learning rate: 2.4292E-03] rmse: 0.0349548652
2019-06-17 15:45:28,722 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 454] [Learning rate: 2.4292E-03] rmse: 0.0340351916
2019-06-17 15:45:29,025 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 455] [Learning rate: 2.4292E-03] rmse: 0.0277260500
2019-06-17 15:45:29,329 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 456] [Learning rate: 2.4292E-03] rmse: 0.0342133033
2019-06-17 15:45:29,632 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 457] [Learning rate: 2.4292E-03] rmse: 0.0345022141
2019-06-17 15:45:29,937 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 458] [Learning rate: 2.4292E-03] rmse: 0.0372345501
2019-06-17 15:45:30,240 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 459] [Learning rate: 2.4292E-03] rmse: 0.0161914024
2019-06-17 15:45:30,543 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 460] [Learning rate: 2.4292E-03] rmse: 0.0416100267
2019-06-17 15:45:30,847 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 461] [Learning rate: 2.4292E-03] rmse: 0.0381576325
2019-06-17 15:45:31,151 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 462] [Learning rate: 2.4292E-03] rmse: 0.0464863285
2019-06-17 15:45:31,456 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 463] [Learning rate: 2.4292E-03] rmse: 0.0361258913
2019-06-17 15:45:31,759 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 464] [Learning rate: 2.4292E-03] rmse: 0.0427247715
2019-06-17 15:45:32,062 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 465] [Learning rate: 2.4292E-03] rmse: 0.0143476784
2019-06-17 15:45:32,364 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 466] [Learning rate: 2.4292E-03] rmse: 0.0518568818
2019-06-17 15:45:32,667 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 467] [Learning rate: 2.4292E-03] rmse: 0.0179698335
2019-06-17 15:45:32,972 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 468] [Learning rate: 2.4292E-03] rmse: 0.0490825581
2019-06-17 15:45:33,274 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 469] [Learning rate: 2.4292E-03] rmse: 0.0402480116
2019-06-17 15:45:33,578 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 470] [Learning rate: 2.4292E-03] rmse: 0.0205414962
2019-06-17 15:45:33,881 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 471] [Learning rate: 2.4292E-03] rmse: 0.0239441580
2019-06-17 15:45:34,184 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 472] [Learning rate: 2.4292E-03] rmse: 0.0500072143
2019-06-17 15:45:34,487 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 473] [Learning rate: 2.4292E-03] rmse: 0.0383945215
2019-06-17 15:45:34,790 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 474] [Learning rate: 2.4292E-03] rmse: 0.0390080146
2019-06-17 15:45:35,094 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 475] [Learning rate: 2.4292E-03] rmse: 0.0369227684
2019-06-17 15:45:35,397 INFO - trainers.nn_trainer - [train] [Epoch: 20] [Batch: 476] [Learning rate: 2.4292E-03] rmse: 0.0141974689
